cardNo,cvv,cardType,expiry,customer_id
5007662421999367,685,mastercard,9/25/2014,21
5602227904023496,439,bankcard,12/10/2015,21
6333474012721513,142,switch,12/26/2013,109
3573404610048840,924,jcb,1/1/2013,29
3559971301580578,520,jcb,9/26/2016,48
5020545558916947,654,maestro,9/12/2016,112
3559969631590226,433,jcb,4/11/2014,110
3564788576420519,650,jcb,5/18/2015,89
3564259780546879,512,jcb,5/31/2015,160
5602244008235488,766,bankcard,3/27/2016,54
6771703133517327,683,laser,6/15/2016,64
6333122749180684,320,switch,1/25/2016,72
3588480297677096,605,jcb,1/10/2014,166
3530919973314143,202,jcb,10/29/2015,77
3576997268673485,048,jcb,9/11/2016,180
3582269700901557,662,jcb,12/23/2014,6
6304905760717161,761,laser,5/28/2015,198
5602218721714276,740,china-unionpay,2/26/2015,120
5531628751369617,840,mastercard,6/17/2015,111
4844642087392131,831,visa-electron,2/6/2013,19
3540072215425224,348,jcb,3/3/2014,25
3544015018651823,443,jcb,4/23/2015,144
5010127791128018,283,mastercard,1/29/2014,54
3544886992363910,188,jcb,10/18/2014,9
3047183130439611,528,diners-club-carte-blanche,4/21/2014,22
3554770470093479,766,jcb,7/31/2015,69
5325538805715964,223,mastercard,12/10/2013,172
3563010295118246,016,jcb,9/3/2016,142
3572626079944157,559,jcb,10/9/2014,193
3549099493991297,196,jcb,11/2/2014,188
3742831777694451,881,americanexpress,1/17/2014,114
3479460112624051,125,americanexpress,5/30/2016,34
5234951672890937,801,mastercard,2/29/2016,51
3023493259396411,405,diners-club-carte-blanche,10/5/2014,41
5018403412195843,964,maestro,5/31/2015,10
5602238045618433,635,bankcard,9/14/2014,41
5007668422676243,147,mastercard,7/4/2014,196
5610700751470935,872,china-unionpay,8/23/2015,145
5048370556132116,667,mastercard,11/18/2014,15
5020691629895819,534,maestro,11/2/2014,58
3420749742025011,980,americanexpress,4/26/2015,9
4175001262183022,341,visa-electron,5/24/2013,112
5100145462115040,284,mastercard,10/25/2013,100
4073682175719111,176,visa,6/15/2013,71
3528306407709623,973,jcb,6/10/2016,21
5893608306642806,607,maestro,6/2/2014,102
5018693134637637,251,maestro,9/7/2013,174
2018967968029221,583,diners-club-enroute,9/11/2014,162
5602247956481905,552,bankcard,4/24/2016,81
6370277961125799,069,instapayment,3/10/2016,114
3030756409567011,985,diners-club-carte-blanche,3/3/2015,57
3550353136745909,673,jcb,12/16/2014,95
4936110338199421,959,switch,2/9/2015,182
3585111709034427,394,jcb,4/3/2015,50
5100143189126200,165,mastercard,5/8/2013,92
6370138665717093,108,instapayment,9/26/2016,128
3546682562776765,437,jcb,2/16/2016,11
3569565404524109,551,jcb,3/23/2013,61
5641827074705243,360,switch,7/9/2013,109
5602222165784738,545,bankcard,9/24/2014,35
3570896668797207,838,jcb,5/15/2014,94
3529505373979636,882,jcb,12/14/2013,17
6333220690961429,594,switch,10/21/2015,154
3535176445751049,677,jcb,5/27/2015,124
5020228369453814,181,maestro,8/11/2016,170
2018719074047771,755,diners-club-enroute,6/12/2016,85
5483814444294028,582,diners-club-us-ca,6/21/2015,86
5610460564059175,446,bankcard,9/27/2013,59
3587638925899108,153,jcb,10/17/2013,74
3560015916761616,569,jcb,8/17/2016,77
5602255578812456,885,bankcard,3/7/2015,59
6706754540122286,536,laser,10/16/2014,110
3545403630517771,876,jcb,10/29/2014,106
3550884792059490,639,jcb,5/18/2016,118
3058674245830211,828,diners-club-carte-blanche,12/1/2013,133
5602221373190423,156,china-unionpay,7/7/2016,78
3747544939459921,445,americanexpress,9/22/2015,145
3742833001173891,985,americanexpress,4/12/2015,184
3578300881860134,868,jcb,8/16/2014,9
3553245246536169,966,jcb,5/20/2016,107
3723015801032671,518,americanexpress,12/15/2014,11
6759617586590938,894,maestro,7/19/2014,26
3023634037725211,991,diners-club-carte-blanche,1/25/2015,105
3529420264648821,319,jcb,8/15/2013,8
3029423138571011,167,diners-club-carte-blanche,5/22/2015,93
6706805445653353,864,laser,8/30/2015,86
6304603821112407,832,laser,4/4/2016,84
4903286300449928,969,switch,1/9/2016,19
2016751147660391,299,diners-club-enroute,5/27/2015,16
3573053171478423,329,jcb,5/31/2016,60
3576166041695971,466,jcb,12/16/2014,155
3544833821137826,445,jcb,12/26/2014,94
5517264635017004,286,mastercard,6/13/2015,153
5002354305736900,439,mastercard,11/16/2013,33
4017959642208111,330,visa,7/10/2014,27
3580861297074756,577,jcb,6/23/2016,191
3560138351400217,726,jcb,1/24/2015,38
5602224683625674,609,china-unionpay,6/26/2014,195
3529122285012025,431,jcb,11/12/2014,100
4917629218192904,468,visa-electron,4/10/2014,87
3573230393085679,233,jcb,1/9/2013,157
3555753596072030,135,jcb,5/15/2014,33
4508647429333815,377,visa-electron,2/2/2016,148
2019095214412861,744,diners-club-enroute,12/21/2014,23
4039255033742111,139,visa,5/1/2016,120
3532787653868045,002,jcb,3/14/2013,117
3570298053773747,553,jcb,6/30/2014,142
3547279665688499,019,jcb,7/26/2013,83
3579621692069360,661,jcb,9/1/2015,137
4572032211440485,896,visa,9/8/2016,101
5020455696934773,162,maestro,9/24/2016,100
5602210211632902,969,bankcard,12/25/2013,45
5262426282952018,889,mastercard,6/4/2014,145
6709008006454825,257,laser,2/16/2014,124
3567112669686729,344,jcb,12/21/2014,124
6304120434538613,564,maestro,2/12/2015,195
3552842377951737,559,jcb,10/29/2014,48
5610621425482264,077,china-unionpay,4/10/2016,83
3585400241903037,104,jcb,1/21/2014,118
3539135331566370,749,jcb,6/26/2015,90
3586986253893115,704,jcb,8/23/2016,49
3558945497127098,326,jcb,11/16/2013,69
6709444324343742,332,laser,8/5/2014,60
5048378939301597,214,mastercard,4/18/2016,73
3557427911799829,701,jcb,6/15/2015,6
5641829069763694,346,switch,4/26/2016,149
6377217819516297,278,instapayment,10/19/2014,119
5521195508794069,372,diners-club-us-ca,12/5/2014,43
3540717164917577,572,jcb,7/19/2013,18
3545688066779164,524,jcb,1/4/2015,200
3742881415914291,998,americanexpress,8/4/2014,140
5602229640816530,422,bankcard,9/26/2014,179
4405197323374212,047,visa-electron,2/15/2015,186
3558586708811748,151,jcb,5/9/2013,106
6759943338755573,468,switch,5/5/2013,125
3022829775713111,227,diners-club-carte-blanche,2/21/2015,129
6331102604817863,328,switch,3/22/2015,134
3552942437936841,233,jcb,8/27/2016,117
3569714361185104,104,jcb,3/11/2015,49
3045784999660411,964,diners-club-carte-blanche,10/8/2013,133
5542309521304211,483,diners-club-us-ca,5/7/2013,116
2019407260472711,330,diners-club-enroute,1/31/2015,109
3567053482757109,091,jcb,5/9/2014,145
3569314164239032,167,jcb,3/1/2014,101
4508396501886155,141,visa-electron,9/23/2016,34
3550668035363979,418,jcb,12/29/2015,159
3581546089830692,637,jcb,10/29/2014,199
3547482961236373,687,jcb,7/1/2014,171
3570047955667188,603,jcb,4/14/2016,92
3019098285746111,510,diners-club-carte-blanche,4/29/2014,120
5610889341226830,524,china-unionpay,6/12/2015,44
6759582287299038,578,switch,11/17/2015,75
3742833925497961,834,americanexpress,5/4/2013,188
3566896286705257,905,jcb,2/21/2014,9
3560170279100108,170,jcb,2/18/2016,32
3048710309261811,602,diners-club-carte-blanche,2/13/2016,79
3530406679648412,893,jcb,10/31/2013,39
3558124484854706,603,jcb,10/11/2014,112
3580183696746995,993,jcb,4/17/2014,106
3555638808216824,918,jcb,1/1/2015,108
6763050384862656,340,maestro,4/22/2016,114
3548635541915811,975,jcb,7/9/2015,67
6304693467725562,351,maestro,8/9/2016,53
4936586237504229,016,switch,10/16/2014,130
3569893391720666,350,jcb,7/13/2013,29
3576508191494608,794,jcb,1/22/2016,147
4905879461128682,988,switch,4/23/2013,103
6767027223033096,682,solo,6/20/2016,21
3588387442061383,304,jcb,4/26/2014,84
3570408316782985,841,jcb,4/28/2015,93
5020797303976401,160,maestro,3/27/2013,26
6379898971835241,202,instapayment,4/22/2013,98
6759887315205014,757,switch,2/21/2014,87
3543915873002155,140,jcb,4/23/2016,25
5007665086511807,965,mastercard,2/27/2014,184
5002358616004254,521,mastercard,4/28/2014,51
3536823830085694,860,jcb,5/21/2014,149
6771536921888026,633,laser,9/27/2016,173
3583183835583967,393,jcb,8/23/2016,156
3576791926327711,107,jcb,11/12/2014,137
3582013843822449,665,jcb,9/25/2015,111
4041374983123185,926,visa,8/27/2013,33
4026358901834931,222,visa-electron,1/21/2016,81
5108756474692990,311,mastercard,12/17/2014,168
3568369636747799,686,jcb,11/20/2015,39
3058106199205611,495,diners-club-carte-blanche,9/3/2014,171
5010120457298944,377,mastercard,1/20/2015,168
3577395957139190,737,jcb,3/4/2014,104
4405581066308794,598,visa-electron,8/29/2016,77
5602219320993329,609,bankcard,11/15/2014,156
4175004240243199,912,visa-electron,1/6/2015,55
3546694435093500,881,jcb,6/14/2015,144
3408550890846991,625,americanexpress,3/3/2016,47
3555900807029875,755,jcb,3/25/2016,5
3550371131205299,050,jcb,10/22/2015,16
5048375913639463,063,mastercard,4/19/2013,36
3532208917573677,666,jcb,1/2/2016,90
4911268755197990,381,switch,8/12/2014,141
5192566953079503,273,mastercard,5/4/2013,166
3546263754722899,645,jcb,4/8/2013,166
3550868459584817,472,jcb,7/8/2014,172
4913755302698474,649,visa-electron,9/5/2016,131
3578423208085043,324,jcb,3/21/2014,47
3537316424970081,451,jcb,12/28/2014,130
5100147586681170,194,mastercard,7/12/2015,42
6304353579826382,463,maestro,11/5/2015,2
3549049391580585,238,jcb,3/21/2013,116
4041371049883111,702,visa,5/3/2014,22
5100172238976497,382,mastercard,11/19/2013,7
2018701441461261,724,diners-club-enroute,9/28/2014,134
3558525676927862,878,jcb,8/18/2016,96
3582100021221732,700,jcb,10/5/2014,110
5602242576448046,190,bankcard,11/23/2014,39
3742880344450481,174,americanexpress,8/24/2015,20
3540803650007980,914,jcb,5/3/2016,151
4936008759028211,547,switch,4/25/2016,154
2014405691874411,871,diners-club-enroute,11/25/2014,117
5893869074136815,157,maestro,1/7/2016,189
3542050487143418,679,jcb,9/30/2013,188
3652987543739011,838,diners-club-international,1/26/2014,16
6393180474951433,393,instapayment,7/12/2013,5
5602218902481372,114,bankcard,5/4/2014,24
3554158036178176,424,jcb,5/12/2013,95
4026302348351307,497,visa-electron,3/17/2016,116
3579782214817106,345,jcb,3/19/2013,157
3561519391599697,231,jcb,4/16/2015,1
3564409200535602,171,jcb,11/9/2013,57
3575106608283028,877,jcb,7/12/2015,194
6389151969509255,179,instapayment,5/5/2013,115
3577510385282558,833,jcb,12/20/2014,173
3588667839153301,147,jcb,7/11/2015,175
3539980917323476,408,jcb,6/28/2015,109
0604600152131911,701,maestro,8/24/2013,162
3578901107379492,102,jcb,10/9/2015,43
5010123278616773,034,mastercard,6/9/2016,43
5602241539175032,060,china-unionpay,3/6/2013,159
5602247173164938,736,bankcard,3/30/2015,163
3566052286953261,781,jcb,12/2/2013,25
3534128061372700,966,jcb,2/8/2014,29
5893451038335493,701,maestro,8/23/2016,154
4041372789271111,709,visa,2/16/2014,33
6304394528655687,419,maestro,4/8/2014,193
6398950735162391,996,instapayment,10/15/2014,39
5010126314190315,706,mastercard,5/5/2016,111
3572077238900922,913,jcb,2/17/2016,42
3583807685646900,713,jcb,1/31/2016,20
6763730643066059,520,maestro,2/5/2014,4
5007663083837705,121,mastercard,9/8/2016,179
5602211805191337,965,china-unionpay,12/16/2015,81
3570693295574020,190,jcb,8/20/2013,19
5602234001694229,762,bankcard,5/22/2013,117
3570242795662255,274,jcb,7/10/2015,75
4903538948536297,946,switch,6/21/2015,189
6762369178523928,245,maestro,5/10/2016,109
3568892927995462,738,jcb,8/27/2015,18
3548075036398720,860,jcb,9/28/2016,80
5223863027156786,579,mastercard,4/26/2015,39
3586405758012774,446,jcb,1/10/2015,160
3578971521449171,269,jcb,9/6/2015,38
4903495508547876,970,switch,3/3/2016,187
3537889628042410,097,jcb,10/6/2013,190
4026179909161485,016,visa-electron,10/6/2013,66
3560723196843380,022,jcb,4/23/2015,160
3542608797400180,820,jcb,2/28/2016,85
6759541590110063,898,maestro,2/26/2015,52
3531552476589728,626,jcb,8/20/2016,177
4041376764668111,127,visa,4/10/2015,84
5602222353583348,381,bankcard,1/15/2014,63
5602214110982764,711,bankcard,5/18/2016,161
5602224302984793,946,china-unionpay,1/4/2014,63
3554100929762799,205,jcb,1/28/2014,165
3554653975691007,624,jcb,3/24/2013,148
6763482876674361,177,maestro,2/15/2013,75
3534415373602118,700,jcb,5/25/2014,144
3570198533865727,232,jcb,5/1/2013,128
5108754413542459,482,mastercard,3/1/2013,133
3037112922211211,327,diners-club-carte-blanche,1/19/2016,177
5100176400418212,745,mastercard,4/26/2016,69
3572497793140427,361,jcb,5/1/2015,199
4026075063185031,073,visa-electron,8/26/2016,57
2017484322412561,600,diners-club-enroute,12/26/2015,47
6767710109812367,268,solo,3/12/2014,119
3537022011396926,341,jcb,4/14/2014,189
3541343380734792,674,jcb,6/16/2013,85
6382234973483431,476,instapayment,1/29/2014,110
3538081987260606,658,jcb,6/15/2013,20
3723012081123771,726,americanexpress,2/19/2016,46
5100134149085610,965,mastercard,10/23/2014,116
3569367658826664,560,jcb,11/20/2015,26
5458388702886057,861,diners-club-us-ca,9/11/2016,88
3577687475203080,202,jcb,1/29/2014,61
3577006207206644,639,jcb,1/31/2013,22
6304444039762456,552,maestro,3/26/2015,109
3742835357279291,312,americanexpress,1/30/2013,51
5100147069005301,646,mastercard,4/22/2014,66
3554203173005269,073,jcb,2/3/2013,141
3536069734401799,256,jcb,6/14/2015,66
3567904755353762,585,jcb,1/18/2014,139
6763155104117742,682,maestro,2/29/2016,184
5048372046633372,160,mastercard,5/29/2016,145
5641827030810642,192,switch,1/1/2014,181
2017166472863091,007,diners-club-enroute,9/12/2015,195
3533113965086961,699,jcb,10/27/2014,91
3533569171483633,374,jcb,4/18/2014,91
3572948108461049,348,jcb,8/2/2015,142
5108752409158678,725,mastercard,4/11/2015,45
6759535134912022,935,switch,3/21/2014,113
5018943071128282,166,maestro,2/9/2013,76
5002357489780156,090,mastercard,9/9/2013,85
3547681242663855,278,jcb,3/13/2014,11
5602257524832612,561,china-unionpay,11/12/2013,53
3530451656188487,822,jcb,4/21/2016,166
4175009870501006,607,visa-electron,7/9/2014,94
3559211394254868,258,jcb,1/14/2013,45
4041375625799357,483,visa,8/18/2014,152
5610331917001245,780,china-unionpay,2/25/2016,101
3036456062985311,986,diners-club-carte-blanche,6/21/2016,19
3047790073548511,857,diners-club-carte-blanche,10/23/2015,96
6706137736764888,337,laser,6/20/2016,170
3746224848662971,950,americanexpress,10/21/2013,55
4936063046266828,394,switch,3/19/2014,133
5893913568888792,214,maestro,8/5/2014,147
3533996112725311,044,jcb,3/18/2014,194
3034774427511511,191,diners-club-carte-blanche,7/16/2014,160
6371335036932786,682,instapayment,3/29/2013,49
5602215138732511,187,bankcard,12/30/2015,110
5038633738145036,350,maestro,8/8/2015,3
3555603706785288,599,jcb,6/4/2016,35
3587837953446382,889,jcb,2/6/2014,129
3532139647610440,776,jcb,8/6/2016,8
3583210179104934,878,jcb,8/25/2016,151
3558735662588640,289,jcb,6/17/2013,180
3561635964410037,600,jcb,2/23/2013,158
3538701101446241,027,jcb,12/7/2013,119
3555199072807178,982,jcb,10/18/2013,103
4405119111674991,042,visa-electron,5/14/2013,28
5602222561264574,087,bankcard,6/30/2016,35
5020598356385064,796,maestro,11/26/2015,198
3569238780992361,526,jcb,11/3/2013,193
5610800636084990,568,china-unionpay,9/8/2016,15
5100142282416161,849,mastercard,1/23/2013,94
5100147116745370,636,mastercard,1/13/2016,98
6331108180451366,441,switch,4/2/2016,21
5100133442261068,531,mastercard,7/24/2014,54
3025445524884611,697,diners-club-carte-blanche,3/6/2014,84
3587504306255726,003,jcb,11/15/2013,85
6759407092581373,116,switch,2/4/2014,124
6767633978239557,230,solo,1/6/2016,16
3534185829555281,963,jcb,11/7/2013,112
3529021083408528,608,jcb,1/23/2013,82
3565701341869844,564,jcb,4/7/2013,37
3584051630908110,346,jcb,9/11/2015,96
3529132575172488,723,jcb,2/3/2016,170
3562354706803207,522,jcb,2/8/2014,130
3565376558994138,021,jcb,6/9/2016,152
6333253690325455,641,switch,3/13/2013,16
3746227413921031,022,americanexpress,11/13/2014,156
3742838912801661,070,americanexpress,6/20/2014,157
3585043381836474,355,jcb,7/17/2015,91
3009418124836711,597,diners-club-carte-blanche,8/17/2016,31
5602237944841617,699,bankcard,12/7/2014,168
2017450845541761,572,diners-club-enroute,8/31/2014,31
3723019747533211,259,americanexpress,11/22/2014,190
2018379516605151,073,diners-club-enroute,9/29/2016,182
5641825581957381,069,switch,3/25/2013,167
5007665049575923,436,mastercard,8/17/2013,169
3022342256908911,990,diners-club-carte-blanche,9/17/2016,55
5602232402857197,323,bankcard,7/4/2015,113
6771181365136738,444,laser,3/2/2016,29
6375616783211201,321,instapayment,4/2/2014,93
4405699321503049,954,visa-electron,12/19/2013,33
3529050659366158,498,jcb,5/3/2014,160
6706795874108715,789,laser,6/6/2015,114
5158055767347639,258,mastercard,8/21/2014,156
4917632795401888,970,visa-electron,9/16/2016,101
5610068804885596,041,bankcard,10/25/2013,195
3568999500800223,077,jcb,6/18/2015,192
0604471263155035,388,maestro,8/11/2015,10
5018800280541806,007,maestro,6/2/2013,200
6334822830049777,659,solo,12/4/2015,168
3044842185720711,268,diners-club-carte-blanche,3/14/2013,23
3537139645984370,308,jcb,10/14/2015,109
6371982158853611,429,instapayment,8/3/2014,168
6304939902076392,308,laser,9/27/2015,59
5610699041881780,162,china-unionpay,8/7/2014,144
5100174434877453,974,mastercard,8/24/2014,107
5002354215694181,777,mastercard,7/7/2015,154
2015252407737321,325,diners-club-enroute,4/5/2016,137
3564103567300037,790,jcb,2/10/2013,13
3578648871282150,400,jcb,2/13/2013,184
3402894702638471,399,americanexpress,6/6/2014,167
3580096904611936,335,jcb,1/10/2016,183
